t,x,y,z,v_x,v_y,v_z,M
395.7863139525567,4593196.539320159,-4954576.1049483195,588997.673180792,3038.766925833553,2460.8757225500635,-5.9395976007673585,24392.43703498163
396.26631395255674,4594655.944874811,-4953392.790591977,588994.7207589557,3042.0912845156236,2469.6028561956505,-6.362211090365733,24342.03703498163
396.74631395255676,4596116.948619793,-4952205.284191475,588991.5654089957,3045.426058823133,2478.342582958868,-6.7851317650243494,24291.637034981628
397.2263139525568,4597579.55556415,-4951013.579688054,588988.2069830077,3048.7712885691585,2487.094961504969,-7.208361524777691,24241.237034981626
397.7063139525568,4599043.770736099,-4949817.670994703,588984.6453321725,3052.127013820569,2495.860050865596,-7.631902281249815,24190.837034981625
398.1863139525568,4600509.59918315,-4948617.55199599,588980.8803067505,3055.493274900105,2504.6379104418966,-8.055755957757107,24140.437034981624
398.66631395255683,4601977.045972228,-4947413.216547882,588976.9117560763,3058.870112388478,2513.42860000767,-8.479924489412126,24090.037034981622
399.14631395255685,4603446.116189801,-4946204.6584775625,588972.7395285524,3062.2575671264917,2522.232179712548,-8.904409823228566,24039.63703498162
399.62631395255687,4604916.814942004,-4944991.871583253,588968.3634716442,3065.6556802171863,2531.0487100852065,-9.329213918227348,23989.23703498162
400.1063139525569,4606389.147354764,-4943774.84963403,588963.7834318738,3069.064493028005,2539.878252036616,-9.754338745543848,23938.837034981618
400.5863139525569,4607863.118573926,-4942553.586369639,588958.999254814,3072.4840471929815,2548.7208668633216,-10.17978628853628,23888.437034981616
401.0663139525569,4609338.733765389,-4941328.075500313,588954.0107850829,3075.914384614953,2557.576616250761,-10.605558542895253,23838.037034981615
401.54631395255694,4610815.998115225,-4940098.310706579,588948.8178663377,3079.355547467794,2566.445562276617,-11.031657516754516,23787.637034981613
402.02631395255696,4612294.916829817,-4938864.285639072,588943.4203412685,3082.8075781986754,2575.3277674142037,-11.458085230802896,23737.237034981612
402.506313952557,4613775.49513599,-4937625.993918345,588937.8180515924,3086.270519530345,2584.223294535894,-11.884843718397459,23686.83703498161
